Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,89.12999725341797,90.66000366210938,88.7300033569336,90.52999877929688,89.42874145507812,1224900
2021-01-04,91.98999786376953,91.98999786376953,88.0999984741211,89.61000061035156,88.51993560791016,3621300
2021-01-05,89.2699966430664,91.23999786376953,89.25,90.7300033569336,89.62631225585938,2477100
2021-01-06,92.5,95.91000366210938,92.3499984741211,95.45999908447266,94.29876708984375,3101300
2021-01-07,96.76000213623047,98.62000274658203,96.51000213623047,97.55000305175781,96.36334991455078,3550600
2021-01-08,97.80999755859375,97.86000061035156,95.05000305175781,97.11000061035156,95.9286880493164,1865100
2021-01-11,95.52999877929688,96.18000030517578,94.51000213623047,95.2300033569336,94.07157135009766,2570700
2021-01-12,95.66999816894531,96.12999725341797,94.16999816894531,95.33000183105469,94.17034912109375,3011500
2021-01-13,95.45999908447266,98.44999694824219,95.2699966430664,96.98999786376953,95.8101577758789,3122300
2021-01-14,97.31999969482422,98.87999725341797,96.55999755859375,98.43000030517578,97.2326431274414,2024800
2021-01-15,96.7300033569336,97.98999786376953,95.11000061035156,97.76000213623047,96.57079315185547,2848800
2021-01-19,98.91999816894531,100.20999908447266,98.13999938964844,99.06999969482422,97.86485290527344,3318200
2021-01-20,100.7699966430664,100.95999908447266,98.5999984741211,99.88999938964844,98.67488098144531,4129400
2021-01-21,98.0,99.02999877929688,93.0,94.23999786376953,93.0936050415039,6009900
2021-01-22,93.55999755859375,94.3499984741211,91.13999938964844,92.2699966430664,91.14756774902344,2975700
2021-01-25,90.56999969482422,91.0,86.94000244140625,89.05999755859375,87.97662353515625,4005700
2021-01-26,89.5199966430664,89.55999755859375,86.61000061035156,86.81999969482422,85.76387786865234,2235700
2021-01-27,84.7300033569336,84.7300033569336,81.81999969482422,82.18000030517578,81.18031311035156,4599200
2021-01-28,83.69000244140625,86.16999816894531,83.01000213623047,85.8499984741211,84.80567169189453,3690700
2021-01-29,85.12999725341797,85.27999877929688,82.66000366210938,83.54000091552734,82.52377319335938,2402500
2021-02-01,84.37999725341797,85.25,81.2699966430664,82.19000244140625,81.19019317626953,5108100
2021-02-02,84.0,86.1500015258789,83.45999908447266,85.33000183105469,84.29199981689453,3023000
